QueryRegionName	chr	start	end	name	class	activity_base	TargetGene	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	hic_contact	powerlaw_contact	powerlaw_contact_reference	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	variant.chr	variant.start	variant.end	isOwnTSS	TargetGeneIsCoding	CredibleSet	Disease	pvalue	PosteriorProb	BestSNP	Coding	SpliceSite	Promoter	LocusID	Disease2
rs3024493	chr1	206943967	206943968	genic|chr1:206943804-206944304	genic	10.460646	IL10	206945839	NA	0.627139	True	1785	False	0.039348	0.125372	0.123436	0.03874	0.001216	0.039956	0.417966	0.144805	1.291221	0.191986	CD14-positive_monocyte-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943804-206944304	genic	7.496513	FCMR	207095378	NA	0.526805	True	151324	False	0.003315	0.006345	0.006355	0.00332	0.001216	0.004535	0.034	0.016966	0.047639	0.016239	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943809-206944309	genic	1.577872	IL10	206945839	NA	0.489388	True	1780	False	0.039348	0.125372	0.123436	0.03874	0.001216	0.039956	0.063046	0.018776	0.194766	0.028663	CD56-positive_natural_killer_cells-Roadmap	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	IL24	207070787	NA	0.404554	True	126463	False	0.003377	0.007424	0.007429	0.003379	0.001216	0.004595	0.06013	0.034434	0.097219	0.038182	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	IL10	206945839	NA	0.549821	True	1515	False	0.039348	0.125372	0.123436	0.03874	0.001216	0.039956	0.522905	0.22511	1.61541	0.333715	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	EIF2D	206785904	NA	0.641478	True	158420	False	0.0017	0.006096	0.006106	0.001703	0.001216	0.002919	0.038201	0.016892	0.079914	0.019429	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	DYRK3	206808880	NA	0.58074	True	135444	False	0.002176	0.006992	0.006998	0.002178	0.001216	0.003394	0.044416	0.021467	0.091586	0.025516	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	MAPKAPK2	206858364	NA	0.497271	True	85960	False	0.00289	0.010408	0.010394	0.002886	0.001216	0.004102	0.053678	0.020803	0.136025	0.028161	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	FCMR	207095378	NA	0.521468	True	151054	False	0.003315	0.006355	0.006365	0.00332	0.001216	0.004535	0.059355	0.030813	0.083294	0.030363	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	FCAMR	207143970	NA	0.488044	True	199646	False	0.00247	0.004979	0.004993	0.002477	0.001216	0.003693	0.048329	0.025069	0.065348	0.022716	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	YOD1	207224422	NA	0.570393	True	280098	False	0.001071	0.003702	0.003719	0.001076	0.001216	0.002292	0.02999	0.0169	0.048674	0.017387	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	C4BPA	207277606	NA	0.420808	True	333282	False	0.000881	0.00318	0.003197	0.000886	0.001216	0.002101	0.027502	0.017909	0.041842	0.020325	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943811-206944837	genic	13.087021	CR1	207669472	NA	0.584406	True	725148	False	0.000937	0.001611	0.001626	0.000945	0.001216	0.002161	0.028284	0.016677	0.021276	0.009461	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	EIF2D	206785904	NA	0.630683	True	158381.5	False	0.0017	0.006097	0.006108	0.001703	0.001216	0.002919	0.043695	0.016976	0.091428	0.019032	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	DYRK3	206808880	NA	0.572878	True	135405.5	False	0.002176	0.006993	0.007	0.002178	0.001216	0.003394	0.050805	0.02127	0.104785	0.024647	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	MAPKAPK2	206858364	NA	0.500081	True	85921.5	False	0.00289	0.010412	0.010398	0.002886	0.001216	0.004102	0.061399	0.019934	0.155652	0.025372	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	IL10	206945839	NA	0.605752	True	1553.5	False	0.039348	0.125372	0.123436	0.03874	0.001216	0.039956	0.598119	0.210281	1.847766	0.284161	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	FCMR	207095378	NA	0.51271	True	151092.5	False	0.003315	0.006354	0.006363	0.00332	0.001216	0.004535	0.067892	0.030755	0.095254	0.03006	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	FCAMR	207143970	NA	0.439343	True	199684.5	False	0.00247	0.004978	0.004993	0.002477	0.001216	0.003693	0.05528	0.026892	0.074735	0.02692	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	YOD1	207224422	NA	0.576951	True	280136.5	False	0.001071	0.003702	0.003719	0.001076	0.001216	0.002292	0.034304	0.017384	0.055669	0.01814	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	PFKFB2	207226619	NA	0.592635	True	282333.5	False	0.000829	0.003677	0.003694	0.000833	0.001216	0.002048	0.030664	0.015429	0.055292	0.017976	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	C4BPB	207262583	NA	0.412213	True	318297.5	False	0.000738	0.003311	0.003328	0.000742	0.001216	0.001958	0.029306	0.016839	0.049815	0.02172	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943813-206944758	genic	14.969418	CR1	207669472	NA	0.590354	True	725186.5	False	0.000937	0.001611	0.001626	0.000945	0.001216	0.002161	0.032352	0.017094	0.024335	0.009662	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	CR1L	207818457	NA	0.49833	True	874168	False	0.000429	0.001368	0.001382	0.000433	0.001216	0.001649	0.028528	0.019374	0.023907	0.012535	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	CR1	207669472	NA	0.577277	True	725183	False	0.000937	0.001611	0.001626	0.000945	0.001216	0.002161	0.037393	0.022395	0.028127	0.012214	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	CR2	207627644	NA	0.473481	True	683355	False	0.000484	0.001697	0.001712	0.000489	0.001216	0.001705	0.029492	0.01976	0.029619	0.015225	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	C4BPA	207277606	NA	0.406795	True	333317	False	0.000881	0.00318	0.003197	0.000886	0.001216	0.002101	0.036359	0.024762	0.055312	0.027947	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	SLC26A9	205912588	NA	0.434496	True	1031701	False	0.00022	0.001183	0.001196	0.000223	0.001183	0.001406	0.024324	0.015092	0.020697	0.010572	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	RASSF5	206680862	NA	0.500855	True	263427	False	0.0017	0.003907	0.003923	0.001707	0.001216	0.002923	0.05057	0.020048	0.067879	0.015831	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	EIF2D	206785904	NA	0.623676	True	158385	False	0.0017	0.006097	0.006108	0.001703	0.001216	0.002919	0.050503	0.02365	0.105671	0.027407	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	DYRK3	206808880	NA	0.560534	True	135409	False	0.002176	0.006993	0.007	0.002178	0.001216	0.003394	0.05872	0.02978	0.121108	0.035014	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	MAPKAPK2	206858364	NA	0.557031	True	85925	False	0.00289	0.010412	0.010398	0.002886	0.001216	0.004102	0.070965	0.029695	0.179896	0.039259	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	IL10	206945839	NA	0.624206	True	1550	False	0.039348	0.125372	0.123436	0.03874	0.001216	0.039956	0.691306	0.264198	2.135648	0.339181	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	FCMR	207095378	NA	0.540003	True	151089	False	0.003315	0.006354	0.006363	0.00332	0.001216	0.004535	0.07847	0.040259	0.110097	0.038751	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	YOD1	207224422	NA	0.579558	True	280133	False	0.001071	0.003702	0.003719	0.001076	0.001216	0.002292	0.039649	0.022784	0.064343	0.022734	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	C4BPB	207262583	NA	0.432296	True	318294	False	0.000738	0.003311	0.003328	0.000742	0.001216	0.001958	0.033872	0.022162	0.057577	0.027985	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024493	chr1	206943967	206943968	genic|chr1:206943817-206944761	genic	17.301658	PFKFB2	207226619	NA	0.59235	True	282330	False	0.000829	0.003677	0.003694	0.000833	0.001216	0.002048	0.035442	0.020215	0.063907	0.022577	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206943967	206943968	FALSE	TRUE	Huang2017-r23-1	IBD	31.57	0.5368	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	EIF2D	206785904	NA	0.623676	True	153662	False	0.002656	0.006261	0.006271	0.00266	0.001216	0.003876	0.049255	0.023065	0.07969	0.020668	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	DYRK3	206808880	NA	0.560534	True	130686	False	0.002052	0.007214	0.007219	0.002054	0.001216	0.00327	0.041552	0.021073	0.091748	0.026525	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	MAPKAPK2	206858364	NA	0.557031	True	81202	False	0.002208	0.01094	0.010922	0.002204	0.001216	0.00342	0.043461	0.018186	0.1388	0.03029	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	PFKFB2	207226619	NA	0.59235	True	287053	False	0.00114	0.003624	0.003641	0.001146	0.001216	0.002361	0.03001	0.017117	0.046269	0.016346	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	C4BPB	207262583	NA	0.432296	True	323017	False	0.000747	0.003268	0.003285	0.000751	0.001216	0.001967	0.024993	0.016352	0.041753	0.020294	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	C4BPA	207277606	NA	0.406795	True	338040	False	7e-04	0.003141	0.003158	0.000703	0.001216	0.001919	0.02439	0.016611	0.040134	0.020278	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	CR1	207669472	NA	0.577277	True	729906	False	0.001092	0.001601	0.001617	0.001102	0.001216	0.002318	0.029463	0.017646	0.020543	0.008921	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	YOD1	207224422	NA	0.579558	True	284856	False	0.000921	0.003648	0.003665	0.000925	0.001216	0.002141	0.027207	0.015635	0.046579	0.016457	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	FCMR	207095378	NA	0.540003	True	155812	False	0.002989	0.006185	0.006195	0.002994	0.001216	0.00421	0.053498	0.027447	0.078732	0.027711	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206938957-206940175	intergenic	12.708524	IL10	206945839	NA	0.624206	True	6273	False	0.015039	0.102807	0.101335	0.014824	0.001216	0.01604	0.203839	0.077902	1.287813	0.204529	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939029-206940239	intergenic	4.018402	IL10	206945839	NA	0.517476	True	6205	False	0.015039	0.103792	0.1023	0.014823	0.001216	0.016039	0.06445	0.018053	0.411082	0.055306	T-cell-ENCODE	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939100-206940218	intergenic	3.539359	IL10	206945839	NA	0.426878	True	6180	False	0.015039	0.10416	0.10266	0.014823	0.001216	0.016038	0.056766	0.020299	0.36335	0.065208	CD4-positive_helper_T_cell-Corces2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939345-206940153	intergenic	6.630468	IL10	206945839	NA	0.549821	True	6090	False	0.015039	0.105505	0.103978	0.014822	0.001216	0.016037	0.106335	0.045777	0.689424	0.142423	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939345-206940153	intergenic	6.630468	IL24	207070787	NA	0.404554	True	131038	False	0.003472	0.007197	0.007202	0.003475	0.001216	0.004691	0.0311	0.01781	0.047756	0.018756	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939402-206940136	intergenic	10.041426	EIF2D	206785904	NA	0.630683	True	153865	False	0.002656	0.006254	0.006263	0.00266	0.001216	0.003876	0.038918	0.01512	0.062893	0.013092	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939402-206940136	intergenic	10.041426	IL10	206945839	NA	0.605752	True	6070	False	0.015039	0.105809	0.104276	0.014821	0.001216	0.016037	0.161035	0.056615	1.047081	0.161027	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939402-206940136	intergenic	10.041426	FCMR	207095378	NA	0.51271	True	155609	False	0.002989	0.006192	0.006202	0.002994	0.001216	0.00421	0.042271	0.019149	0.062279	0.019654	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939441-206940239	intergenic	3.885091	IL10	206945839	NA	0.522527	True	5999	False	0.015039	0.106904	0.105349	0.01482	0.001216	0.016036	0.062302	0.017407	0.40929	0.054954	CD3-positive_T_cell-Roadmap	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939529-206940240	intergenic	4.458015	IL10	206945839	NA	0.489388	True	5954.5	False	0.015039	0.107602	0.106033	0.01482	0.001216	0.016036	0.071487	0.02129	0.472698	0.069566	CD56-positive_natural_killer_cells-Roadmap	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939531-206940394	intergenic	5.542006	IL10	206945839	NA	0.457695	True	5876.5	False	0.015039	0.108851	0.107257	0.014819	0.001216	0.016035	0.088864	0.027268	0.594417	0.109452	K562-Roadmap	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939540-206940419	intergenic	5.755365	IL10	206945839	NA	0.574426	True	5859.5	False	0.015039	0.109127	0.107527	0.014819	0.001216	0.016034	0.092284	0.019739	0.618858	0.06673	MM.1S-ENCODE	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939549-206940226	intergenic	3.206393	IL10	206945839	NA	0.480528	True	5951.5	False	0.015039	0.10765	0.10608	0.01482	0.001216	0.016036	0.051417	0.019193	0.340134	0.0642	natural_killer_cell-Corces2016	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939594-206940094	intergenic	2.04493	IL10	206945839	NA	0.54367	True	5995	False	0.015039	0.106966	0.10541	0.01482	0.001216	0.016036	0.032793	0.018794	0.215556	0.067217	THP1-Engreitz	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939602-206940102	intergenic	5.842745	IL10	206945839	NA	0.563549	True	5987	False	0.015039	0.107091	0.105533	0.01482	0.001216	0.016036	0.093695	0.033156	0.6166	0.116468	U937_LPS_4hr-Engreitz	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
rs3024505	chr1	206939903	206939904	intergenic|chr1:206939614-206940114	intergenic	4.447847	IL10	206945839	NA	0.470181	True	5975	False	0.015039	0.107279	0.105717	0.01482	0.001216	0.016036	0.071325	0.044394	0.470212	0.158151	THP_pmaLPS_ATAC_6h	chr1	206939903	206939904	FALSE	TRUE	Huang2017-r23-1	IBD	31.45	0.4132	rs3024493	FALSE	FALSE	FALSE	40	IBD
